store_id,item_id,volume_tier,model,mae,rmse,wmape,actual_sum,sum_abs_error
TX_1,HOBBIES_1_172,medium,prophet,0.1738626282624548,0.4646069844423177,1.217038397837184,4.0,4.868153591348735
CA_1,HOBBIES_1_350,medium,sarima,0.2086667522853361,0.4280041053794908,1.9475563546631376,3.0,5.842669063989411
CA_1,HOBBIES_1_350,medium,prophet,0.2189804494874466,0.4335935221511017,2.0438175285495017,3.0,6.131452585648505
CA_1,HOUSEHOLD_2_213,medium,sarima,1.2170906609603325,1.5260034048533109,0.5875610087394708,58.0,34.07853850688931
CA_1,HOUSEHOLD_2_213,medium,prophet,1.2437896076302752,1.5725694788123985,0.6004501554077192,58.0,34.82610901364771
CA_1,FOODS_1_188,medium,sarima,1.4540390313617304,1.8653737622622653,0.8481894349610094,48.0,40.71309287812845
CA_1,FOODS_1_188,medium,prophet,1.4710731387590603,1.8736040174749848,0.8581259976094521,48.0,41.19004788525369
CA_1,HOUSEHOLD_2_203,medium,sarima,1.5515266577280526,2.109021414773297,1.034351105152035,42.0,43.442746416385475
CA_1,HOUSEHOLD_2_203,medium,prophet,1.4902580631523643,2.176411411836392,0.9935053754349096,42.0,41.7272257682662
CA_1,FOODS_3_297,medium,sarima,1.0253018557726843,1.170032482843259,0.956948398721172,30.0,28.70845196163516
CA_1,FOODS_3_297,medium,prophet,0.8208801430011429,1.0170525593894828,0.7661548001344,30.0,22.984644004032
CA_1,FOODS_3_240,medium,sarima,0.9072556915855728,1.5394716573531122,1.270157968219802,20.0,25.40315936439604
CA_1,FOODS_3_240,medium,prophet,0.9013412216342516,1.5392343963563409,1.261877710287952,20.0,25.237554205759043
TX_1,FOODS_3_777,medium,sarima,1.0678108259017545,1.61219949751267,0.9966234375083044,30.0,29.898703125249124
TX_1,FOODS_3_777,medium,prophet,1.0763868203628462,1.6291431484548244,1.0046276990053231,30.0,30.13883097015969
TX_1,HOUSEHOLD_1_201,medium,sarima,1.360543658097242,1.6824249603407138,0.793650467223391,48.0,38.09522242672278
TX_1,HOUSEHOLD_1_201,medium,prophet,1.3538444468473847,1.652996342203808,0.7897425939943078,48.0,37.90764451172677
TX_1,FOODS_3_340,medium,sarima,0.7050194915220648,0.8942353530431022,1.3160363841745208,15.0,19.740545762617813
TX_1,FOODS_3_340,medium,prophet,0.702361904686801,0.8908761028392423,1.311075555415362,15.0,19.66613333123043
CA_1,FOODS_3_707,medium,sarima,0.9328471595003436,2.6120130351280846,1.0046046333080625,26.0,26.11972046600962
CA_1,FOODS_3_707,medium,prophet,1.0051599609277668,2.543053184916062,1.0824799579222104,26.0,28.144478905977472
CA_1,HOUSEHOLD_1_160,medium,sarima,1.0045194631691368,1.199397508804067,0.4536539511086424,62.0,28.12654496873583
CA_1,HOUSEHOLD_1_160,medium,prophet,1.2269905092596776,1.428694231590894,0.5541247461172738,62.0,34.355734259270974
TX_1,HOBBIES_1_409,medium,sarima,0.52942266190432,0.650812367484002,1.6470927259245511,9.0,14.823834533320959
TX_1,HOBBIES_1_409,medium,prophet,0.5388338605221769,0.6524729200530739,1.6763720105134392,9.0,15.087348094620951
CA_1,FOODS_2_108,medium,sarima,0.6512597061733559,0.998553528110479,1.0130706540474426,18.0,18.235271772853967
CA_1,FOODS_2_108,medium,prophet,0.6502775132217516,1.0131708840261686,1.011542798344947,18.0,18.207770370209047
CA_1,HOUSEHOLD_2_443,medium,sarima,0.4411600066062616,0.955425865147386,1.122952744088666,11.0,12.352480184975324
CA_1,HOUSEHOLD_2_443,medium,prophet,0.5950000962076641,0.9124172775044764,1.514545699437691,11.0,16.660002693814597
